question_id,question_number,risk_level,risk_points,correct_options,option_count,correct_answer_count,average_correct_words,average_distractor_words,correct_vs_distractor_ratio,correct_vs_distractor_percent_longer,shortest_option_words,longest_option_words,option_length_ratio,correct_is_longest,correct_question_overlap,distractor_question_overlap,overlap_advantage,reasons_text,question_text
q-saa-196,196,MEDIUM,5,B,4,1,16,11.67,1.37,37.14,10,16,1.6,True,0.333,0.356,-0.022,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A media company runs a batch data analytics pipeline on Amazon EC2 instances in private subnets. The pipeline processes files stored in Amazon S3, generating 50 TB of data processing monthly. The private subnets route all internet and S3 traffic through NAT Gateways. Cost Explorer shows that NAT Gateway data processing fees account for 60% of the monthly AWS bill. Which architectural change will ELIMINATE these NAT Gateway data processing fees for S3 traffic?"
q-saa-204,204,MEDIUM,5,A,4,1,19,12.33,1.54,54.05,10,19,1.9,True,0.182,0.257,-0.075,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A platform team allows developers to create IAM roles for application workloads. Developers may attach approved policies, but they must never create a role with permissions beyond a security-approved maximum. Which solution is the MOST secure with the LEAST ongoing administration?"
q-saa-213,213,MEDIUM,5,A,4,1,14,9,1.56,55.56,8,14,1.75,True,0.167,0.133,0.033,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"Administrators need shell access to private EC2 instances without public IP addresses, inbound SSH rules, or stored SSH keys. Session commands must be logged centrally. Which solution has the LEAST operational overhead?"
q-saa-218,218,MEDIUM,5,"A, B",5,2,18.5,12.33,1.5,50.0,12,20,1.67,True,0.182,0.333,-0.152,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A company runs stateless web servers in two Availability Zones. Traffic changes unpredictably, and an instance or Availability Zone failure must not interrupt service. Which TWO design choices meet the requirements with the LEAST operational overhead? (Select TWO.)"
q-saa-222,222,MEDIUM,5,A,4,1,16,11.33,1.41,41.18,9,16,1.78,True,0.333,0.213,0.12,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An order service sends work to an SQS standard queue. A worker may crash after receiving a message but before deleting it. Processing is idempotent, and failed messages must not block new work indefinitely. Which design is MOST resilient?"
q-saa-249,249,MEDIUM,5,A,4,1,2,6.33,0.32,-68.42,2,10,5.0,False,0.0,0.306,-0.306,Longest option is at least four times the shortest option,A company runs intermittent SQL analytics over files in S3 only a few times each month and does not want to maintain a data warehouse cluster. Which service is MOST cost-effective?
q-saa-16,16,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,4,1.33,True,1.0,0.222,0.778,Correct answer repeats substantially more question wording than the distractors,A web application hosted on an EC2 Auto Scaling group behind an Application Load Balancer (ALB) handles HTTP and HTTPS traffic. The company needs to enforce SSL/TLS termination and path-based routing (/api vs /static). Which component performs path routing and SSL termination?
q-saa-17,17,MEDIUM,4,B,4,1,22,17.33,1.27,26.92,16,22,1.38,True,0.5,0.098,0.402,Correct answer repeats substantially more question wording than the distractors,An e-commerce website experiences predictable traffic increases every Monday at 08:00 AM. How should the EC2 Auto Scaling group be configured to ensure instances are pre-warmed and ready before traffic surges occur?
q-saa-38,38,MEDIUM,4,"A, B",5,2,6.5,6,1.08,8.33,6,7,1.17,True,0.375,0.0,0.375,Correct answer repeats substantially more question wording than the distractors,"A company requires an enterprise data architecture where sensitive customer PII stored in Amazon S3 is encrypted at rest using keys managed centrally with key access auditing. Additionally, all network traffic between private subnets and S3 must remain inside the AWS network. Which TWO AWS services/features satisfy these requirements? (Select TWO.)"
q-saa-53,53,MEDIUM,4,B,4,1,3,3.67,0.82,-18.18,3,4,1.33,False,1.0,0.222,0.778,Correct answer repeats substantially more question wording than the distractors,"A security manager needs a single dashboard that aggregates security alerts and compliance statuses from Amazon GuardDuty, Amazon Inspector, Amazon Macie, and AWS IAM Access Analyzer across all accounts in AWS Organizations. Which service provides this centralized security posture visibility?"
q-saa-54,54,MEDIUM,4,B,4,1,18,14,1.29,28.57,13,18,1.38,True,0.778,0.331,0.446,Correct answer repeats substantially more question wording than the distractors,"A central networking team manages a core VPC containing NAT Gateways and Transit Gateways. The team needs to share specific VPC subnets with application development teams operating in separate AWS accounts within the same organization, without granting admin access to the networking VPC. Which service enables subnet sharing across accounts?"
q-saa-68,68,MEDIUM,4,B,4,1,3,3.67,0.82,-18.18,3,5,1.67,False,1.0,0.167,0.833,Correct answer repeats substantially more question wording than the distractors,A high-volume betting website requires advanced Distributed Denial of Service (DDoS) protection for its Application Load Balancers and CloudFront distributions. The company requires 24/7 access to the AWS Shield Response Team (SRT) and financial protection against scaling cost spikes caused by DDoS attacks. Which subscription service meets these requirements?
q-saa-71,71,MEDIUM,4,C,4,1,16,16.67,0.96,-4.0,15,18,1.2,False,0.5,0.2,0.3,Correct answer repeats substantially more question wording than the distractors,A microservice needs to retrieve API license keys stored in AWS Systems Manager Parameter Store. The keys must be encrypted at rest. Which Parameter Store parameter type should be selected?
q-saa-74,74,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,5,1.67,False,0.5,0.083,0.417,Correct answer repeats substantially more question wording than the distractors,"A cloud security team needs to identify all S3 buckets, KMS keys, and IAM roles across their AWS accounts that have been shared with external AWS accounts or public internet principals. Which IAM tool analyzes resource-based policies to identify unintended external access paths?"
q-saa-78,78,MEDIUM,4,B,4,1,19,18,1.06,5.56,17,19,1.12,True,0.625,0.274,0.351,Correct answer repeats substantially more question wording than the distractors,A company stores sensitive patient health records in an Amazon DynamoDB table. Compliance requires encrypting data at rest using a customer managed AWS KMS key that can be audited via CloudTrail. Which DynamoDB encryption setting achieves this compliance goal?
q-saa-83,83,MEDIUM,4,B,4,1,25,18.67,1.34,33.93,18,25,1.39,True,0.667,0.109,0.558,Correct answer repeats substantially more question wording than the distractors,"A banking transaction pipeline requires messages with the same Message Group ID to be processed in order. Producers may retry sends, so duplicate sends within the SQS deduplication interval must be suppressed. Which queue configuration meets these requirements?"
q-saa-94,94,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,4,1.33,True,0.5,0.167,0.333,Correct answer repeats substantially more question wording than the distractors,A security requirement mandates storing an exact duplicate copy of all objects uploaded to an S3 bucket into a separate log compliance S3 bucket located in the SAME AWS Region but owned by a separate AWS audit account. Which feature automates object replication within the same Region?
q-saa-101,101,MEDIUM,4,A,4,1,8,6.67,1.2,20.0,6,8,1.33,True,0.5,0.083,0.417,Correct answer repeats substantially more question wording than the distractors,"A database administrator needs to prevent users from accidentally deleting a production Amazon RDS DB instance via the AWS Management Console, AWS CLI, or API. Which RDS safety feature enforces this protection?"
q-saa-104,104,MEDIUM,4,B,4,1,15,17,0.88,-11.76,15,18,1.2,False,0.444,0.12,0.324,Correct answer repeats substantially more question wording than the distractors,"A Windows-based enterprise application requires shared file storage accessible via the SMB protocol. The file system must integrate with self-managed Active Directory, support Multi-AZ high availability with automatic failover, and support Shadow Copies for file restoration. Which storage service should be selected?"
q-saa-110,110,MEDIUM,4,A,4,1,20,19,1.05,5.26,18,20,1.11,True,0.778,0.361,0.417,Correct answer repeats substantially more question wording than the distractors,A real-time telemetry pipeline ingests streaming IoT data into an Amazon Kinesis Data Stream. Five separate microservice consumers poll the stream simultaneously. Consumers experience read throttling because total read throughput exceeds 2 MB/sec per shard. Which Kinesis feature provides dedicated read throughput of up to 2 MB/sec per shard for each registered consumer?
q-saa-120,120,MEDIUM,4,A,4,1,19,19,1.0,0.0,18,20,1.11,False,0.6,0.198,0.402,Correct answer repeats substantially more question wording than the distractors,"An enterprise is migrating an existing self-managed Apache Kafka messaging cluster to AWS. The solution must provide a managed Apache Kafka broker control plane while preserving compatibility with existing Kafka producer and consumer client APIs, custom topic partitions, and low-latency message streaming. Which AWS service fulfills these requirements?"
q-saa-123,123,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,4,1.33,True,0.5,0.167,0.333,Correct answer repeats substantially more question wording than the distractors,"A web development team needs an in-memory caching layer for a high-traffic site. The cache must support multi-threaded performance, simple key-value string caching, and horizontal scale-out by adding or removing nodes. Data persistence is not required. Which ElastiCache engine fits best?"
q-saa-141,141,MEDIUM,4,"A, B",5,2,6,5,1.2,20.0,4,7,1.75,True,0.7,0.111,0.589,Correct answer repeats substantially more question wording than the distractors,"An enterprise cloud architecture requires a fully managed shared file system for enterprise Linux and Windows workloads. The file system must support NetApp ONTAP features (such as inline deduplication, compression, and snap-shots) and connect privately to on-premises data centers via Direct Connect. Which TWO storage components fulfill this requirement? (Select TWO.)"
q-saa-181,181,MEDIUM,4,B,4,1,5,5,1.0,0.0,5,5,1.0,True,0.5,0.167,0.333,Correct answer repeats substantially more question wording than the distractors,"An enterprise resource planning (ERP) application running on a Nitro-based Amazon EC2 instance requires a block storage volume that guarantees high I/O performance and consistent low latency. The workload demands 32,000 IOPS and 500 MB/s throughput continuously. The storage volume capacity requirement is 1 TiB. Which Amazon EBS volume type meets these performance requirements?"
q-saa-185,185,MEDIUM,4,A,4,1,11,18,0.61,-38.89,11,19,1.73,False,0.8,0.375,0.425,Correct answer repeats substantially more question wording than the distractors,"A web application hosted on an Auto Scaling group of EC2 instances uses an Amazon Elastic File System (EFS) file system to share dynamic assets across instances. The workload undergoes short, intense bursts of high read/write I/O activity followed by extended periods of low inactivity. During activity bursts, application response times slow significantly because the EFS file system exhausts its accumulated Burst Credits. Which EFS throughput configuration resolves this performance degradation MOST cost-effectively?"
q-saa-230,230,MEDIUM,4,A,4,1,4,3.67,1.09,9.09,3,4,1.33,True,0.5,0.0,0.5,Correct answer repeats substantially more question wording than the distractors,"A database workload on EC2 requires consistently high IOPS, low latency, and independent provisioning of storage capacity and IOPS beyond gp3 limits. Which EBS volume type best meets the requirement?"
q-saa-236,236,MEDIUM,4,A,4,1,3,3,1.0,0.0,3,3,1.0,True,1.0,0.667,0.333,Correct answer repeats substantially more question wording than the distractors,A public HTTP API needs path-based routing to multiple services and TLS termination at the load balancer. Which load balancer type meets the requirements?
q-saa-248,248,MEDIUM,4,A,4,1,4,6,0.67,-33.33,4,7,1.75,False,0.75,0.333,0.417,Correct answer repeats substantially more question wording than the distractors,A DynamoDB table receives unpredictable traffic spikes and long periods with little activity. The team cannot forecast capacity and wants the LEAST capacity-management effort without paying for idle provisioned throughput. Which mode meets the requirements?
q-saa-14,14,LOW,3,B,4,1,4,7,0.57,-42.86,4,9,2.25,False,0.667,0.428,0.239,Longest option is at least twice the shortest option | Correct answer repeats more question wording than distractors,A company requires a highly available relational database for a global application with MySQL compatibility. The database must support low-latency cross-Region disaster recovery and scale read capacity horizontally across multiple AWS Regions. Which database solution satisfies these requirements?
q-saa-18,18,LOW,3,B,4,1,2,3.67,0.55,-45.45,2,6,3.0,False,0.0,0.0,0.0,Longest option is at least 2.5 times the shortest option,A regulatory mandate requires a financial application to encrypt sensitive customer PII before writing it to a database. Encryption keys must be generated inside dedicated hardware modules where AWS administrators have no access to key material. Which service fulfills this strict requirement?
q-saa-23,23,LOW,3,B,4,1,2,5.33,0.38,-62.5,2,7,3.5,False,0.0,0.222,-0.222,Longest option is at least 2.5 times the shortest option,"An analytics application processes data stored in S3. Object access patterns are unpredictable, with some objects being accessed multiple times a day while others are unaccessed for months. Access patterns change dynamically without warning. What is the most cost-effective S3 storage class?"
q-saa-41,41,LOW,3,"A, B, C",6,3,11.67,11.67,1.0,0.0,8,18,2.25,True,0.3,0.042,0.258,Longest option is at least twice the shortest option | Correct answer repeats more question wording than distractors,"A solutions architect is designing an event-driven order processing system for an e-commerce platform. Order submissions via a REST API must be fanned out independently to inventory, billing, and shipping processing systems. Messages belonging to the same order stream must be processed in order by every downstream system. Which THREE components build this architecture? (Select THREE.)"
q-saa-44,44,LOW,3,B,4,1,4,3.33,1.2,20.0,2,5,2.5,False,0.0,0.0,0.0,Longest option is at least 2.5 times the shortest option,A company stores 500 TB of backup archives in Amazon S3 Standard. The archives are accessed once every 2 years for audit purposes. The company wants to minimize long-term storage costs. Retrievals can take up to 12 hours. Which S3 storage class should be configured?
q-saa-56,56,LOW,3,B,4,1,2,3.33,0.6,-40.0,2,5,2.5,False,0.0,0.0,0.0,Longest option is at least 2.5 times the shortest option,"An enterprise requires continuous tracking of configuration changes made to AWS infrastructure resources. If an unencrypted S3 bucket or open Security Group is detected, an automated notification must be sent and an automated remediation script must execute. Which service tracks resource configurations and evaluates compliance rules?"
q-saa-91,91,LOW,3,B,4,1,2,3.67,0.55,-45.45,2,5,2.5,False,0.0,0.167,-0.167,Longest option is at least 2.5 times the shortest option,"A company stores shared document repositories on Amazon EFS file systems. To protect against accidental file deletion or corruption by employees, the solution architect needs automated daily file system backups retained for 30 days. Which service provides automated management of EFS backups?"
q-saa-115,115,LOW,3,B,4,1,4,4,1.0,0.0,2,7,3.5,False,0.0,0.167,-0.167,Longest option is at least 2.5 times the shortest option,A clickstream analytics application ingests streaming web event logs. The system must transform incoming JSON records in near real-time using an AWS Lambda function and continuously deliver compressed Apache Parquet files directly into an S3 analytics bucket. Which serverless streaming delivery service manages this pipeline?
q-saa-119,119,LOW,3,B,4,1,3,5,0.6,-40.0,3,7,2.33,False,0.333,0.083,0.25,Longest option is at least twice the shortest option | Correct answer repeats more question wording than distractors,A global web application needs to execute lightweight HTTP request header rewrites and URL redirects at CloudFront edge locations with sub-millisecond execution times and millions of requests per second. Which edge compute option offers the lowest execution latency and lowest cost for simple header manipulations?
q-saa-127,127,LOW,3,"A, B",5,2,11.5,16.67,0.69,-31.0,9,25,2.78,False,0.351,0.212,0.139,Longest option is at least 2.5 times the shortest option,"A versioned S3 bucket stores 1 PB of historical video files. Current objects are rarely accessed, and retrieval within 12 hours is acceptable. The bucket also contains large numbers of obsolete noncurrent versions and incomplete multipart uploads. Which TWO Lifecycle actions provide the greatest ongoing storage-cost reduction? (Select TWO.)"
q-saa-192,192,LOW,3,B,4,1,3,6.33,0.47,-52.63,3,8,2.67,False,0.0,0.333,-0.333,Longest option is at least 2.5 times the shortest option,"A company stores millions of data files in an Amazon S3 bucket. Access patterns for these files are unpredictable; some files are accessed frequently during the first week after creation and then never accessed again, while others are accessed randomly months later. A solutions architect needs to optimize S3 storage costs automatically without operational overhead or retrieval performance penalties when accessing data. Which S3 storage class should be selected?"
q-saa-211,211,LOW,3,"A, B, C",6,3,12,11.33,1.06,5.88,6,16,2.67,True,0.107,0.122,-0.015,Longest option is at least 2.5 times the shortest option,"A company stores regulated records in S3. Records must use a specific customer managed KMS key, remain immutable for seven years, and reject uploads that omit the required encryption headers. Which THREE controls meet these requirements? (Select THREE.)"
q-saa-12,12,LOW,2,B,4,1,12,16,0.75,-25.0,12,17,1.42,False,0.333,0.067,0.267,Correct answer repeats more question wording than distractors,A media application stores static video files in one Amazon S3 bucket. Global users repeatedly download the same popular files and experience high latency. The company wants to reduce S3 origin requests and deliver cached copies closer to users. Which architecture meets these requirements?
q-saa-13,13,LOW,2,B,4,1,16,17.33,0.92,-7.69,16,18,1.12,False,0.556,0.306,0.25,Correct answer repeats more question wording than distractors,"A mission-critical database application running on a supported Nitro-based EC2 instance requires sustained sub-millisecond latency and 120,000 provisioned IOPS with 4,000 MB/s throughput. Which Amazon EBS volume type meets these demanding specifications?"
q-saa-24,24,LOW,2,A,4,1,17,19,0.89,-10.53,16,23,1.44,False,0.556,0.34,0.216,Correct answer repeats more question wording than distractors,"A CloudFront distribution serves identical product images to global users. Viewer requests contain unique tracking query strings and different User-Agent headers. The origin does not use these values when generating the images, but the distribution currently includes them in the cache key. The cache-hit ratio is low, and origin requests are increasing. Which configuration will improve caching without changing the content returned to users?"
q-saa-33,33,LOW,2,A,4,1,7,7.67,0.91,-8.7,7,8,1.14,False,0.5,0.233,0.267,Correct answer repeats more question wording than distractors,"An application uses AWS Lambda to process messages from an SQS queue. During peak traffic, thousands of messages are pushed to SQS, triggering high Lambda concurrency. To control costs and prevent downstream relational database overload, what Lambda configuration should be applied?"
q-saa-37,37,LOW,2,"A, C",5,2,4,5.33,0.75,-25.0,4,7,1.75,False,0.5,0.222,0.278,Correct answer repeats more question wording than distractors,"A company is designing a high-availability, fault-tolerant web application running on Amazon EC2 across multiple Availability Zones in a single AWS Region. The application requires an active database that supports multi-AZ synchronous replication and automatic failover, as well as an ingress load balancing solution that performs path routing. Which TWO components should be selected? (Select TWO.)"
q-saa-57,57,LOW,2,B,4,1,6,6,1.0,0.0,6,6,1.0,True,0.25,0.0,0.25,Correct answer repeats more question wording than distractors,"A financial archive mandates strict Write Once, Read Many (WORM) storage for compliance auditing. Once written to S3, objects must not be deleted or overwritten by any user—including the AWS root user—for a mandatory 5-year retention period. Which S3 feature enforces this immutable retention model?"
q-saa-60,60,LOW,2,B,4,1,19,16.67,1.14,14.0,16,19,1.19,True,0.556,0.288,0.268,Correct answer repeats more question wording than distractors,An enterprise wants to grant corporate employees single sign-on (SSO) multi-account workforce access to multiple AWS accounts using their existing self-managed Active Directory credentials. Which service configuration enables this identity integration?
q-saa-66,66,LOW,2,B,4,1,4,6,0.67,-33.33,4,7,1.75,False,0.5,0.233,0.267,Correct answer repeats more question wording than distractors,"A public e-commerce portal behind an Application Load Balancer suffers from automated HTTP request floods from malicious bots, degrading performance for real buyers. The security team needs to automatically rate-limit IP addresses making more than 2,000 requests per 5-minute period. Which AWS WAF rule type provides this protection?"
q-saa-77,77,LOW,2,B,4,1,21,19.67,1.07,6.78,19,21,1.11,True,0.5,0.252,0.248,Correct answer repeats more question wording than distractors,A banking application hosted on internal EC2 instances behind an internal Application Load Balancer requires HTTPS encryption in transit. The SSL/TLS certificates must be issued by a private internal Certificate Authority managed centrally in AWS. Which service generates and manages private certificates?
q-saa-85,85,LOW,2,B,4,1,25,21.33,1.17,17.19,20,25,1.25,True,0.556,0.306,0.25,Correct answer repeats more question wording than distractors,"A company runs microservices in two separate VPCs (VPC A and VPC B) within the same AWS account, connected via VPC Peering. Microservices in VPC B need to resolve internal domain names in a Route 53 Private Hosted Zone associated with VPC A. How can private DNS resolution be enabled for VPC B?"
q-saa-97,97,LOW,2,B,4,1,18,18,1.0,0.0,16,19,1.19,False,0.7,0.468,0.232,Correct answer repeats more question wording than distractors,"An enterprise maintains an Active-Passive disaster recovery configuration for a public web application. All DNS traffic should normally be routed to the primary AWS Region. If the primary Region ALB health check fails, Route 53 must automatically divert all DNS queries to the secondary DR Region. Which Route 53 routing policy executes this failover?"
q-saa-102,102,LOW,2,B,4,1,17,16.33,1.04,4.08,16,17,1.06,True,0.455,0.221,0.233,Correct answer repeats more question wording than distractors,"A container application runs on Amazon ECS with AWS Fargate. The application requires high availability across 3 Availability Zones. If a Fargate task crashes or fails its container health check, ECS must automatically launch a replacement task in a healthy AZ. Which ECS deployment construct manages task count and availability?"
q-saa-108,108,LOW,2,A,4,1,28,23,1.22,21.74,22,28,1.27,True,0.385,0.16,0.225,Correct answer repeats more question wording than distractors,"A media company serves static web assets via Amazon CloudFront from an S3 bucket origin in us-east-1. To handle HTTP GET, HEAD, and OPTIONS requests during a regional S3 disruption in us-east-1, CloudFront must seamlessly fail over to a backup S3 origin bucket in us-west-2 without returning HTTP 5xx errors to users. How should the solutions architect configure this origin redundancy?"
q-saa-109,109,LOW,2,A,4,1,21,17.33,1.21,21.15,16,21,1.31,True,0.583,0.348,0.236,Correct answer repeats more question wording than distractors,"An Auto Scaling group launches EC2 instances behind an Application Load Balancer. An EC2 instance experiences an internal web application crash, causing the ALB target group health check to return Unhealthy. However, the underlying EC2 hypervisor remains healthy. By default, Auto Scaling only monitors EC2 status. How can Auto Scaling be configured to terminate and replace instances when ALB health checks fail?"
q-saa-111,111,LOW,2,A,4,1,18,17.67,1.02,1.89,17,18,1.06,True,0.444,0.207,0.238,Correct answer repeats more question wording than distractors,A company needs to migrate 50 physical and virtual Linux servers from an on-premises data center to EC2 with minimal downtime. The migration tool must continuously replicate block-level disk storage over the internet or Direct Connect and orchestrate non-disruptive cutover testing. Which AWS migration service should be used?
q-saa-134,134,LOW,2,"A, B",5,2,9.5,12.33,0.77,-22.97,8,14,1.75,False,0.678,0.419,0.259,Correct answer repeats more question wording than distractors,A company runs ECS tasks using AWS Fargate. Fault-tolerant batch tasks run for several hours during unpredictable periods and can restart after interruption. A separate group of production tasks runs continuously with stable baseline usage. Which TWO purchasing strategies provide the greatest appropriate cost savings? (Select TWO.)
q-saa-135,135,LOW,2,"A, B",5,2,15.5,17.33,0.89,-10.58,15,18,1.2,False,0.554,0.345,0.209,Correct answer repeats more question wording than distractors,"A conglomerate operates 20 AWS accounts across different business units. The CFO wants to consolidate billing into a single invoice, combine usage across all accounts to qualify for tiered volume pricing discounts (such as S3 storage and data transfer), and centrally enforce governance policies. Which TWO features of AWS Organizations fulfill these requirements? (Select TWO.)"
q-saa-137,137,LOW,2,"A, B",5,2,17.5,17,1.03,2.94,16,18,1.12,True,0.5,0.22,0.28,Correct answer repeats more question wording than distractors,"A financial institution requires a resilient hybrid connection between its corporate data center and an AWS VPC. The primary connection must provide dedicated 10 Gbps low-latency connectivity over a private link. If the primary physical connection fails, traffic must automatically fail over to an encrypted backup tunnel over the public internet. Which TWO networking components fulfill this design? (Select TWO.)"
q-saa-149,149,LOW,2,"A, B, C",6,3,14,13,1.08,7.69,12,14,1.17,True,0.371,0.191,0.18,Correct answer repeats more question wording than distractors,"A security operations team requires automated continuous monitoring, threat detection, and security posture management across all AWS accounts in an organization. The security solution must detect unauthorized API activity, evaluate configuration compliance against CIS benchmarks, and centralize all security findings. Which THREE services should be enabled? (Select THREE.)"
q-saa-163,163,LOW,2,"A, B, C",6,3,23,17.67,1.3,30.19,15,28,1.87,True,0.429,0.2,0.229,Correct answer repeats more question wording than distractors,"A multinational enterprise uses AWS Organizations with 50 member accounts. A regulatory compliance framework mandates that all management events and required S3 object data events across all accounts must be logged centrally into a single dedicated security AWS account. The log files must be encrypted, locked against modification or deletion for a 7-year retention period, and protected against unauthorized tampering even by root administrators. Which combination of actions should a solutions architect perform? (Select THREE.)"
q-saa-169,169,LOW,2,"B, C",5,2,23,25,0.92,-8.0,21,27,1.29,False,0.5,0.267,0.233,Correct answer repeats more question wording than distractors,"A media company hosts a news portal using an Amazon CloudFront distribution paired with an Application Load Balancer (ALB) and EC2 instances as the primary origin for dynamic application traffic. During high-traffic breaking news events, backend server overload causes occasional HTTP 502 (Bad Gateway) and 504 (Gateway Timeout) errors. The company wants to ensure that when the ALB fails or returns 5xx errors on read-only HTTP GET, HEAD, and OPTIONS requests, end users receive a friendly static fallback web page from an Amazon S3 bucket instead of an unhandled error screen. Which combination of actions should a solutions architect take to meet this requirement? (Select TWO.)"
q-saa-209,209,LOW,2,A,4,1,11,10.33,1.06,6.45,9,12,1.33,False,0.286,0.056,0.23,Correct answer repeats more question wording than distractors,"A central security account must collect findings from GuardDuty, Inspector, Macie, and AWS Config across all organization accounts and Regions. Security analysts need one standards dashboard and centralized prioritization. Which solution meets the requirements with the LEAST operational effort?"
q-saa-214,214,LOW,2,"A, B",5,2,20,15.67,1.28,27.66,15,22,1.47,True,0.317,0.094,0.223,Correct answer repeats more question wording than distractors,"An AWS Organizations organization requires central logging of management API activity from all current and future member accounts. Member-account administrators must not be able to disable or modify the central trail. After delivery, the log objects must be protected from deletion or overwrite for the required retention period. Which TWO actions meet these requirements? (Select TWO.)"
q-saa-8,8,LOW,1,B,4,1,5,4,1.25,25.0,3,6,2.0,False,0.0,0.5,-0.5,Longest option is at least twice the shortest option,An application in a private subnet needs to access Amazon S3 buckets securely without exposing traffic over the public internet. Which VPC networking solution should be deployed?
q-saa-32,32,LOW,1,B,4,1,3,4.33,0.69,-30.77,3,7,2.33,False,0.0,0.0,0.0,Longest option is at least twice the shortest option,A company operates hundreds of EC2 instances in private subnets across multiple AWS accounts managed by AWS Organizations. The Security team requires centralized inspection of all outbound internet traffic using AWS Network Firewall. What networking component should be deployed to connect multiple VPCs and accounts cost-effectively?
q-saa-35,35,LOW,1,A,4,1,2,3,0.67,-33.33,2,4,2.0,False,0.0,0.0,0.0,Longest option is at least twice the shortest option,A company needs to transfer 50 TB of data daily from on-premises file servers to AWS. The company has a dedicated 10 Gbps AWS Direct Connect location. Which service automates and accelerates online data transfers while preserving file metadata and permissions?
q-saa-65,65,LOW,1,B,4,1,20,16,1.25,25.0,10,20,2.0,True,0.5,0.399,0.101,Longest option is at least twice the shortest option,A malicious public IPv4 address is repeatedly attempting SSH connections to EC2 instances in a public subnet. The network team needs a subnet-level rule that explicitly denies traffic from that address before broader allow rules are evaluated. Which solution meets the requirement?
q-saa-124,124,LOW,1,B,4,1,3,5,0.6,-40.0,3,6,2.0,False,0.5,0.333,0.167,Longest option is at least twice the shortest option,A business intelligence team runs complex analytical queries on data stored in an AWS data lake. Analytics queries run intermittently throughout the week without predictable schedules. The team wants to avoid paying for idle database cluster infrastructure when queries are not running. Which Redshift deployment option automates compute scaling and pauses billing when idle?
q-saa-138,138,LOW,1,"A, B",5,2,10,14,0.71,-28.57,7,15,2.14,False,0.188,0.125,0.062,Longest option is at least twice the shortest option,"A health provider must store regulatory compliance records in Amazon S3. Regulations mandate that objects must be protected against accidental deletion or overwrite, and object versions must be preserved. Furthermore, a strict WORM (Write Once Read Many) policy must prevent object deletion by any IAM user or AWS account root user for 7 years. Which TWO S3 features fulfill these compliance requirements? (Select TWO.)"
q-saa-142,142,LOW,1,"A, B",5,2,14.5,16,0.91,-9.38,10,20,2.0,False,0.375,0.325,0.05,Longest option is at least twice the shortest option,A containerised application must run without customer-managed container instances. It must maintain a desired number of healthy tasks and distribute them across three Availability Zones. Which TWO configurations meet these requirements? (Select TWO.)
q-saa-176,176,LOW,1,"A, B",6,2,20.5,16.75,1.22,22.39,12,25,2.08,True,0.494,0.342,0.152,Longest option is at least twice the shortest option,"A global online retailer runs regional application stacks behind Application Load Balancers in us-east-1 and eu-west-1. The public DNS name is an Amazon Route 53 alias to a CloudFront distribution. The company requires edge-level failover between the regional ALB origins for eligible read requests, and the application database must support active-active reads and writes in both Regions with sub-second replication. Which TWO configurations meet these requirements? (Select TWO.)"
q-saa-191,191,LOW,1,"A, B, C",6,3,17,16.67,1.02,2.0,12,27,2.25,True,0.433,0.313,0.12,Longest option is at least twice the shortest option,"An e-commerce company operates an application on AWS with three distinct workload profiles: 1. Core API services running on AWS Fargate that maintain a predictable, steady-state baseline usage 24/7. 2. An Amazon Aurora PostgreSQL database that experiences low baseline traffic at night but sharp, unpredictable scaling spikes during daily flash sales. 3. Independent, fault-tolerant asynchronous image processing tasks running on containerized workers that can tolerate task interruptions and retries. A solutions architect needs to reduce infrastructure costs across all three workloads without compromising core application availability or performance. Which combination of actions will deliver the MOST cost-effective architecture? (Select THREE.)"
q-saa-237,237,LOW,1,A,4,1,4,4.67,0.86,-14.29,3,7,2.33,False,0.0,0.0,0.0,Longest option is at least twice the shortest option,"A company processes a continuous stream of click events. Multiple independent consumers need the same ordered records, and one consumer may replay older records within the retention period. Throughput must scale by partitioning. Which service meets the requirements?"
q-saa-242,242,LOW,1,A,4,1,3,5.33,0.56,-43.75,3,7,2.33,False,0.333,0.289,0.044,Longest option is at least twice the shortest option,"A company runs a predictable baseline of EC2, Fargate, and Lambda compute continuously. Instance families and Regions may change over time. Which pricing option provides the broadest commitment discount with the LEAST restriction?"
q-saa-1,1,PASS,0,B,4,1,17,19,0.89,-10.53,17,20,1.18,False,0.375,0.238,0.137,,A company runs a three-tier application on Amazon EC2. The web tier automatically scales across multiple subnets. The database tier must accept MySQL connections on TCP port 3306 only from instances belonging to the web tier. Which solution provides the most precise access control with the least ongoing administration?
