question_id,question_number,risk_level,risk_points,correct_options,option_count,correct_answer_count,average_correct_words,average_distractor_words,correct_vs_distractor_ratio,correct_vs_distractor_percent_longer,shortest_option_words,longest_option_words,option_length_ratio,correct_is_longest,correct_question_overlap,distractor_question_overlap,overlap_advantage,reasons_text,question_text
q-saa-84,84,CRITICAL,10,B,4,1,11,6.67,1.65,65.0,5,11,2.2,True,0.333,0.083,0.25,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,"A worker application polling an SQS queue encounters malformed messages that crash the worker process repeatedly (a ""poison pill"" message). This causes the message to return to the queue endlessly. How should the SQS queue be configured to isolate unprocessable messages after 5 failed attempts?"
q-saa-116,116,CRITICAL,10,A,4,1,11,6.33,1.74,73.68,4,11,2.75,True,0.2,0.111,0.089,Correct answer is at least 60% longer than the average distractor | Longest option is at least 2.5 times the shortest option | A correct answer is also the longest answer option,"A serverless backend uses hundreds of concurrent AWS Lambda functions connecting to an Amazon RDS MySQL database. During traffic surges, database connection limits are exceeded because Lambda opens new DB connections on every cold start. What solution manages connection pooling without changing application logic?"
q-saa-13,13,HIGH,8,B,4,1,6,3.67,1.64,63.64,3,6,2.0,True,0.25,0.167,0.083,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A database application running on an EC2 instance requires sustained high storage performance of 32,000 IOPS and 500 MB/s throughput with sub-millisecond latency. Which Amazon EBS volume type meets these demanding specifications?"
q-saa-22,22,HIGH,8,B,4,1,14,8.33,1.68,68.0,7,14,2.0,True,0.25,0.328,-0.078,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A company hosts an application on EC2 instances in private subnets across multiple AZs. The instances must download software updates from Amazon S3 and external internet repositories. Currently, traffic passes through a NAT Gateway in each AZ, generating high data processing charges. How can the company reduce NAT Gateway processing costs for S3 traffic?"
q-saa-60,60,HIGH,8,B,4,1,9,5,1.8,80.0,4,9,2.25,True,0.4,0.361,0.039,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,An enterprise wants to grant 500 corporate employees single sign-on (SSO) access to multiple AWS accounts using their existing Microsoft Active Directory credentials. The solution must support SAML 2.0 and assign fine-grained permissions based on AD user groups. Which service should be configured?
q-saa-87,87,HIGH,8,A,4,1,13,7.33,1.77,77.27,6,13,2.17,True,0.2,0.178,0.022,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,An e-commerce website experiences sudden unpredictable surges in web traffic due to viral flash sales. The Auto Scaling group CPU utilization rises from 20% to 90% within 1 minute. Standard Target Tracking scaling takes several minutes to add capacity. How can the scaling policy be adjusted to react more aggressively to sudden spikes?
q-saa-113,113,HIGH,8,B,4,1,13,7.33,1.77,77.27,6,13,2.17,True,0.444,0.387,0.058,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A high-performance computing (HPC) simulation requires ultra-low latency network communication between 50 EC2 instances located in the same Availability Zone. The application uses Message Passing Interface (MPI) protocols. Which placement group strategy and network adapter configuration delivers maximum inter-node networking performance?
q-saa-127,127,HIGH,8,"A, B",5,2,15.5,9,1.72,72.22,8,16,2.0,True,0.056,0.067,-0.011,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A media archive contains 1 PB of historical video files stored in S3 Standard. The files are rarely accessed (less than once a year), but when requested, a retrieval time of 12 hours is acceptable. The company wants to minimize ongoing monthly storage costs. Which TWO actions achieve maximum cost optimization? (Select TWO.)"
q-saa-138,138,HIGH,8,"A, B",5,2,9.5,6.67,1.43,42.5,4,12,3.0,True,0.143,0.056,0.087,Correct answer is at least 35% longer than the average distractor | Longest option is at least 2.5 times the shortest option | A correct answer is also the longest answer option,"A health provider must store regulatory compliance records in Amazon S3. Regulations mandate that objects must be protected against accidental deletion or overwrite, and object versions must be preserved. Furthermore, a strict WORM (Write Once Read Many) policy must prevent object deletion by any IAM user or AWS account root user for 7 years. Which TWO S3 features fulfill these compliance requirements? (Select TWO.)"
q-saa-1,1,HIGH,7,B,4,1,24,17.33,1.38,38.46,17,24,1.41,True,0.5,0.227,0.273,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,A company needs to secure a 3-tier web application running on Amazon EC2. The database tier must only accept incoming connections from the web application tier on TCP port 3306. The web tier auto-scales dynamically based on CPU utilization. Which configuration achieves this security requirement with minimum operational overhead?
q-saa-19,19,HIGH,7,B,4,1,5,7.33,0.68,-31.82,4,10,2.5,False,0.667,0.133,0.533,Longest option is at least 2.5 times the shortest option | Correct answer repeats substantially more question wording than the distractors,A containerized application running across multiple EC2 instances in different Availability Zones requires a POSIX-compliant shared file system with concurrent read and write access. Which storage solution should be used?
q-saa-20,20,HIGH,7,B,4,1,7,4,1.75,75.0,4,7,1.75,True,0.25,0.167,0.083,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option,An enterprise manages hundreds of AWS accounts using AWS Organizations. The Security team requires a mechanism to centrally restrict specific AWS service API actions (such as preventing any account from disabling CloudTrail or deleting S3 buckets) across all member accounts. Which feature enforces this guardrail?
q-saa-27,27,HIGH,7,B,4,1,3,7.67,0.39,-60.87,3,9,3.0,False,0.667,0.305,0.362,Longest option is at least 2.5 times the shortest option | Correct answer repeats substantially more question wording than the distractors,A financial database on DynamoDB experiences highly variable traffic during business hours and zero traffic at night. The peak request volume is unpredictable. Which DynamoDB capacity mode optimizes cost while ensuring requests are not throttled during unexpected spikes?
q-saa-30,30,HIGH,7,B,4,1,4,3.67,1.09,9.09,2,5,2.5,False,0.333,0.0,0.333,Longest option is at least 2.5 times the shortest option | Correct answer repeats substantially more question wording than the distractors,"A company requires an archival storage solution for regulatory compliance logs. Data must be retained for 10 years and is rarely accessed. In the event of an audit, a retrieval time of 3 to 5 hours is acceptable. Which S3 storage class meets these requirements at the lowest cost?"
q-saa-70,70,HIGH,7,B,4,1,7,4.33,1.62,61.54,4,7,1.75,True,0.333,0.194,0.139,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option,A security engineer needs to capture IP traffic flowing to and from network interfaces in private subnets across multiple VPCs for security auditing and forensic investigation. The logs must be saved into an S3 bucket every 1 minute. Which feature provides this network log capture?
q-saa-76,76,HIGH,7,A,4,1,8,5,1.6,60.0,5,8,1.6,True,0.5,0.333,0.167,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option,"A security architect wants to grant S3 bucket access to all AWS accounts belonging to an organization in AWS Organizations (`o-exampleorgid`), while denying access to any AWS account outside the organization. Which condition key should be used in the S3 bucket policy?"
q-saa-106,106,HIGH,7,A,4,1,3,3.33,0.9,-10.0,2,5,2.5,False,0.667,0.083,0.583,Longest option is at least 2.5 times the shortest option | Correct answer repeats substantially more question wording than the distractors,"An Aurora MySQL database cluster experiences heavy read traffic during business hours. The database team wants read replicas to scale out automatically when read throughput increases, adding up to 15 Aurora Replicas. Which feature handles automatic replica scaling?"
q-saa-39,39,MEDIUM,6,"A, C",5,2,15.5,10,1.55,55.0,8,19,2.38,True,0.369,0.311,0.058,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A solutions architect is configuring a disaster recovery solution for a critical relational database running on Amazon Aurora MySQL. The company mandates a Recovery Time Objective (RTO) under 5 minutes and low RPO across a secondary AWS Region 1,000 miles away. Which TWO steps configure this solution? (Select TWO.)"
q-saa-79,79,MEDIUM,6,A,4,1,14,9.67,1.45,44.83,7,14,2.0,True,0.125,0.048,0.077,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A financial API hosted on Amazon API Gateway must authenticate partner applications using Mutual TLS (mTLS) to verify client-side X.509 digital certificates. What requirement must be configured on API Gateway for mTLS support?
q-saa-125,125,MEDIUM,6,B,4,1,6,4,1.5,50.0,3,6,2.0,True,0.0,0.111,-0.111,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A multinational mobile app uploads user telemetry files directly to S3 buckets located in AWS Regions nearest to the user. To simplify application code, the mobile app needs a single global S3 endpoint hostname that automatically routes upload traffic over the AWS global network to the bucket with the lowest latency. Which S3 feature provides this capability?"
q-saa-147,147,MEDIUM,6,"A, B, C",6,3,14.33,9.33,1.54,53.57,8,16,2.0,True,0.275,0.206,0.07,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A security engineer is implementing zero-trust security controls for an enterprise application hosted on EC2 in private subnets. The application accesses S3 buckets, AWS Secrets Manager, and DynamoDB. The design must eliminate hardcoded credentials, ensure all AWS API network traffic remains on the private AWS backbone, and restrict outbound internet access. Which THREE controls enforce this security posture? (Select THREE.)"
q-saa-3,3,MEDIUM,5,B,4,1,18,12.33,1.46,45.95,10,18,1.8,True,0.125,0.126,-0.001,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An e-commerce site expects high spike traffic during promotional sales. Orders are placed by web frontend users, but fulfillment processing can be asynchronous. How should the architecture be designed to decouple components and prevent order loss during traffic bursts?"
q-saa-15,15,MEDIUM,5,B,4,1,6,4,1.5,50.0,4,6,1.5,True,0.0,0.167,-0.167,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An application needs to broadcast urgent system alerts simultaneously to multiple downstream subscribers: an SQS queue, an HTTPS webhook endpoint, and an AWS Lambda function. Which AWS service implements this fan-out messaging pattern?"
q-saa-24,24,MEDIUM,5,B,4,1,11,8,1.38,37.5,8,11,1.38,True,0.0,0.261,-0.261,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A global news website serves popular static video files from Amazon S3 buckets. Monthly AWS data transfer out charges from S3 directly to internet users are growing rapidly. Which cost-optimization strategy will significantly reduce data transfer out costs while improving latency?
q-saa-31,31,MEDIUM,5,B,4,1,13,9,1.44,44.44,8,13,1.62,True,0.125,0.067,0.058,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A web application in an Auto Scaling group behind an ALB writes session state to a shared database. The primary RDS PostgreSQL database CPU utilization reaches 95% due to high read query volume for user sessions. How can the solution architect offload session read traffic with minimal latency and cost?
q-saa-34,34,MEDIUM,5,A,4,1,11,8,1.38,37.5,7,11,1.57,True,0.0,0.233,-0.233,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A media company hosts a high-traffic API on EC2 instances behind an Application Load Balancer. The API receives millions of identical GET requests for trending articles. What change reduces EC2 instance count and lowers compute costs?
q-saa-43,43,MEDIUM,5,A,4,1,13,8.67,1.5,50.0,7,13,1.86,True,0.286,0.4,-0.114,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A company manages an e-commerce platform hosted on EC2 instances behind an Application Load Balancer. The static assets (images, CSS, JS) generate massive network bandwidth out to internet users. Which cost-effective architectural change reduces network data transfer costs and lowers server load?"
q-saa-62,62,MEDIUM,5,B,4,1,2,3.33,0.6,-40.0,2,4,2.0,False,0.5,0.0,0.5,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A software application needs to encrypt large multi-gigabyte files locally before uploading them to storage. The application calls AWS KMS to obtain a plaintext data encryption key (DEK) and an encrypted DEK, encrypts the file locally using the plaintext DEK, and discards the plaintext DEK from memory. What is this encryption pattern called?"
q-saa-75,75,MEDIUM,5,B,4,1,5,3.33,1.5,50.0,3,5,1.67,True,0.0,0.167,-0.167,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A company needs to connect its VPC to a third-party SaaS provider hosted on AWS. The network connection must be private, unidirectional (preventing SaaS provider from initiating connections into the company VPC), and avoid overlapping IP CIDR range conflicts. Which technology satisfies this design?"
q-saa-81,81,MEDIUM,5,B,4,1,4,4.67,0.86,-14.29,3,6,2.0,False,0.667,0.167,0.5,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A company configures bi-directional S3 Cross-Region Replication (CRR) between an S3 bucket in us-east-1 and a replica S3 bucket in eu-west-1. The security team mandates that any metadata modifications (such as Object Tags, ACLs, or Object Lock settings) applied to replica objects in the destination bucket must automatically sync back to the source objects in the primary bucket. Which S3 Replication feature fulfills this requirement?"
q-saa-88,88,MEDIUM,5,A,4,1,3,3,1.0,0.0,2,4,2.0,False,0.333,0.0,0.333,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"An Application Load Balancer distributes web requests across 4 EC2 instances in Availability Zone A and 1 EC2 instance in Availability Zone B. Traffic arriving at AZ A is heavy, overloading the single instance in AZ B. What ELB feature ensures traffic is distributed evenly across all 5 instances regardless of their AZ?"
q-saa-93,93,MEDIUM,5,B,4,1,5,3.33,1.5,50.0,3,5,1.67,True,0.25,0.389,-0.139,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An event-driven microservices order application processes events via Amazon EventBridge. A bug in a deployment caused processed order events to be dropped for 2 hours. After deploying a code fix, the team needs to re-process the exact events that occurred during those 2 hours. Which EventBridge feature enables re-processing past events?"
q-saa-103,103,MEDIUM,5,B,4,1,3,6.67,0.45,-55.0,3,9,3.0,False,0.667,0.389,0.278,Longest option is at least 2.5 times the shortest option | Correct answer repeats more question wording than distractors,"A Kubernetes cluster on Amazon EKS runs worker nodes across multiple Availability Zones using EC2 Auto Scaling groups. During peak traffic, pods enter a Pending state due to insufficient CPU and memory capacity across existing nodes. Which component automatically scales out the underlying EC2 Auto Scaling groups to add worker nodes for pending pods?"
q-saa-117,117,MEDIUM,5,B,4,1,3,2,1.5,50.0,2,3,1.5,True,0.0,0.0,0.0,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A security operations team requires full-text search indexing and real-time visualization of application access logs. The logs are indexed rapidly for search queries using Kibana dashboards. Which AWS service provides managed full-text search and log analytics?
q-saa-129,129,MEDIUM,5,"A, B",5,2,5,4,1.25,25.0,3,6,2.0,True,0.417,0.0,0.417,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A Finance team needs to prevent unexpected AWS cloud cost overruns. The team wants to set custom cost thresholds that trigger email alerts when monthly forecast spend exceeds $50,000, and automatically identify anomalous cost spikes across services. Which TWO AWS Cost Management tools should be configured? (Select TWO.)"
q-saa-130,130,MEDIUM,5,"A, B",5,2,4.5,3.33,1.35,35.0,2,6,3.0,True,0.2,0.0,0.2,Longest option is at least 2.5 times the shortest option | Correct answer repeats more question wording than distractors,"A Cloud Financial Operations (FinOps) team wants to audit an existing AWS infrastructure footprint to identify over-provisioned EC2 instances, unattached Elastic IP addresses, and idle EBS volumes. Which TWO services/features provide actionable resource rightsizing and cost optimization recommendations? (Select TWO.)"
q-saa-139,139,MEDIUM,5,"A, B",5,2,5.5,4,1.38,37.5,4,6,1.5,True,0.0,0.0,0.0,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A startup is building a serverless REST API that expects variable traffic with zero traffic at night. The solution must incur zero infrastructure cost when idle, scale automatically to thousands of requests per second, and persist JSON user profiles with low-latency reads and writes. Which TWO AWS serverless services should be chosen? (Select TWO.)"
q-saa-144,144,MEDIUM,5,"A, B, C",6,3,16.33,11.67,1.4,40.0,9,17,1.89,True,0.028,0.143,-0.115,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A solutions architect is designing a secure, high-availability 3-tier web application architecture in a single AWS Region. The architecture must segregate tiers, protect against public internet exposure, and enforce principle of least privilege. Which THREE design choices should be implemented? (Select THREE.)"
q-saa-16,16,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,4,1.33,True,1.0,0.222,0.778,Correct answer repeats substantially more question wording than the distractors,A web application hosted on an EC2 Auto Scaling group behind an Application Load Balancer (ALB) handles HTTP and HTTPS traffic. The company needs to enforce SSL/TLS termination and path-based routing (/api vs /static). Which component performs path routing and SSL termination?
q-saa-38,38,MEDIUM,4,"A, B",5,2,6.5,6,1.08,8.33,6,7,1.17,True,0.375,0.0,0.375,Correct answer repeats substantially more question wording than the distractors,"A company requires an enterprise data architecture where sensitive customer PII stored in Amazon S3 is encrypted at rest using keys managed centrally with key access auditing. Additionally, all network traffic between private subnets and S3 must remain inside the AWS network. Which TWO AWS services/features satisfy these requirements? (Select TWO.)"
q-saa-53,53,MEDIUM,4,B,4,1,3,3.67,0.82,-18.18,3,4,1.33,False,1.0,0.222,0.778,Correct answer repeats substantially more question wording than the distractors,"A security manager needs a single dashboard that aggregates security alerts and compliance statuses from Amazon GuardDuty, Amazon Inspector, Amazon Macie, and AWS IAM Access Analyzer across all accounts in AWS Organizations. Which service provides this centralized security posture visibility?"
q-saa-68,68,MEDIUM,4,B,4,1,3,3.67,0.82,-18.18,3,5,1.67,False,1.0,0.167,0.833,Correct answer repeats substantially more question wording than the distractors,A high-volume betting website requires advanced Distributed Denial of Service (DDoS) protection for its Application Load Balancers and CloudFront distributions. The company requires 24/7 access to the AWS Shield Response Team (SRT) and financial protection against scaling cost spikes caused by DDoS attacks. Which subscription service meets these requirements?
q-saa-74,74,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,5,1.67,False,0.5,0.083,0.417,Correct answer repeats substantially more question wording than the distractors,"A cloud security team needs to identify all S3 buckets, KMS keys, and IAM roles across their AWS accounts that have been shared with external AWS accounts or public internet principals. Which IAM tool analyzes resource-based policies to identify unintended external access paths?"
q-saa-94,94,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,4,1.33,True,0.5,0.167,0.333,Correct answer repeats substantially more question wording than the distractors,A security requirement mandates storing an exact duplicate copy of all objects uploaded to an S3 bucket into a separate log compliance S3 bucket located in the SAME AWS Region but owned by a separate AWS audit account. Which feature automates object replication within the same Region?
q-saa-101,101,MEDIUM,4,A,4,1,8,6.67,1.2,20.0,6,8,1.33,True,0.5,0.083,0.417,Correct answer repeats substantially more question wording than the distractors,"A database administrator needs to prevent users from accidentally deleting a production Amazon RDS DB instance via the AWS Management Console, AWS CLI, or API. Which RDS safety feature enforces this protection?"
q-saa-123,123,MEDIUM,4,B,4,1,4,3.67,1.09,9.09,3,4,1.33,True,0.5,0.167,0.333,Correct answer repeats substantially more question wording than the distractors,"A web development team needs an in-memory caching layer for a high-traffic site. The cache must support multi-threaded performance, simple key-value string caching, and horizontal scale-out by adding or removing nodes. Data persistence is not required. Which ElastiCache engine fits best?"
q-saa-141,141,MEDIUM,4,"A, B",5,2,6,5,1.2,20.0,4,7,1.75,True,0.7,0.111,0.589,Correct answer repeats substantially more question wording than the distractors,"An enterprise cloud architecture requires a fully managed shared file system for enterprise Linux and Windows workloads. The file system must support NetApp ONTAP features (such as inline deduplication, compression, and snap-shots) and connect privately to on-premises data centers via Direct Connect. Which TWO storage components fulfill this requirement? (Select TWO.)"
q-saa-14,14,LOW,3,B,4,1,4,7,0.57,-42.86,4,9,2.25,False,0.667,0.428,0.239,Longest option is at least twice the shortest option | Correct answer repeats more question wording than distractors,A company requires a highly available relational database for a global application with MySQL compatibility. The database must support low-latency cross-Region disaster recovery and scale read capacity horizontally across multiple AWS Regions. Which database solution satisfies these requirements?
q-saa-18,18,LOW,3,B,4,1,2,3.67,0.55,-45.45,2,6,3.0,False,0.0,0.0,0.0,Longest option is at least 2.5 times the shortest option,A regulatory mandate requires a financial application to encrypt sensitive customer PII before writing it to a database. Encryption keys must be generated inside dedicated hardware modules where AWS administrators have no access to key material. Which service fulfills this strict requirement?
q-saa-23,23,LOW,3,B,4,1,2,5.33,0.38,-62.5,2,7,3.5,False,0.0,0.222,-0.222,Longest option is at least 2.5 times the shortest option,"An analytics application processes data stored in S3. Object access patterns are unpredictable, with some objects being accessed multiple times a day while others are unaccessed for months. Access patterns change dynamically without warning. What is the most cost-effective S3 storage class?"
q-saa-44,44,LOW,3,B,4,1,4,3.33,1.2,20.0,2,5,2.5,False,0.0,0.0,0.0,Longest option is at least 2.5 times the shortest option,A company stores 500 TB of backup archives in Amazon S3 Standard. The archives are accessed once every 2 years for audit purposes. The company wants to minimize long-term storage costs. Retrievals can take up to 12 hours. Which S3 storage class should be configured?
q-saa-56,56,LOW,3,B,4,1,2,3.33,0.6,-40.0,2,5,2.5,False,0.0,0.0,0.0,Longest option is at least 2.5 times the shortest option,"An enterprise requires continuous tracking of configuration changes made to AWS infrastructure resources. If an unencrypted S3 bucket or open Security Group is detected, an automated notification must be sent and an automated remediation script must execute. Which service tracks resource configurations and evaluates compliance rules?"
q-saa-91,91,LOW,3,B,4,1,2,3.67,0.55,-45.45,2,5,2.5,False,0.0,0.167,-0.167,Longest option is at least 2.5 times the shortest option,"A company stores shared document repositories on Amazon EFS file systems. To protect against accidental file deletion or corruption by employees, the solution architect needs automated daily file system backups retained for 30 days. Which service provides automated management of EFS backups?"
q-saa-115,115,LOW,3,B,4,1,4,4,1.0,0.0,2,7,3.5,False,0.0,0.167,-0.167,Longest option is at least 2.5 times the shortest option,A clickstream analytics application ingests streaming web event logs. The system must transform incoming JSON records in near real-time using an AWS Lambda function and continuously deliver compressed Apache Parquet files directly into an S3 analytics bucket. Which serverless streaming delivery service manages this pipeline?
q-saa-119,119,LOW,3,B,4,1,3,5,0.6,-40.0,3,7,2.33,False,0.333,0.083,0.25,Longest option is at least twice the shortest option | Correct answer repeats more question wording than distractors,A global web application needs to execute lightweight HTTP request header rewrites and URL redirects at CloudFront edge locations with sub-millisecond execution times and millions of requests per second. Which edge compute option offers the lowest execution latency and lowest cost for simple header manipulations?
q-saa-33,33,LOW,2,A,4,1,7,7.67,0.91,-8.7,7,8,1.14,False,0.5,0.233,0.267,Correct answer repeats more question wording than distractors,"An application uses AWS Lambda to process messages from an SQS queue. During peak traffic, thousands of messages are pushed to SQS, triggering high Lambda concurrency. To control costs and prevent downstream relational database overload, what Lambda configuration should be applied?"
q-saa-37,37,LOW,2,"A, C",5,2,4,5.33,0.75,-25.0,4,7,1.75,False,0.5,0.222,0.278,Correct answer repeats more question wording than distractors,"A company is designing a high-availability, fault-tolerant web application running on Amazon EC2 across multiple Availability Zones in a single AWS Region. The application requires an active database that supports multi-AZ synchronous replication and automatic failover, as well as an ingress load balancing solution that performs path routing. Which TWO components should be selected? (Select TWO.)"
q-saa-57,57,LOW,2,B,4,1,6,6,1.0,0.0,6,6,1.0,True,0.25,0.0,0.25,Correct answer repeats more question wording than distractors,"A financial archive mandates strict Write Once, Read Many (WORM) storage for compliance auditing. Once written to S3, objects must not be deleted or overwritten by any user—including the AWS root user—for a mandatory 5-year retention period. Which S3 feature enforces this immutable retention model?"
q-saa-66,66,LOW,2,B,4,1,4,6,0.67,-33.33,4,7,1.75,False,0.5,0.233,0.267,Correct answer repeats more question wording than distractors,"A public e-commerce portal behind an Application Load Balancer suffers from automated HTTP request floods from malicious bots, degrading performance for real buyers. The security team needs to automatically rate-limit IP addresses making more than 2,000 requests per 5-minute period. Which AWS WAF rule type provides this protection?"
q-saa-8,8,LOW,1,B,4,1,5,4,1.25,25.0,3,6,2.0,False,0.0,0.5,-0.5,Longest option is at least twice the shortest option,An application in a private subnet needs to access Amazon S3 buckets securely without exposing traffic over the public internet. Which VPC networking solution should be deployed?
q-saa-32,32,LOW,1,B,4,1,3,4.33,0.69,-30.77,3,7,2.33,False,0.0,0.0,0.0,Longest option is at least twice the shortest option,A company operates hundreds of EC2 instances in private subnets across multiple AWS accounts managed by AWS Organizations. The Security team requires centralized inspection of all outbound internet traffic using AWS Network Firewall. What networking component should be deployed to connect multiple VPCs and accounts cost-effectively?
q-saa-35,35,LOW,1,A,4,1,2,3,0.67,-33.33,2,4,2.0,False,0.0,0.0,0.0,Longest option is at least twice the shortest option,A company needs to transfer 50 TB of data daily from on-premises file servers to AWS. The company has a dedicated 10 Gbps AWS Direct Connect location. Which service automates and accelerates online data transfers while preserving file metadata and permissions?
q-saa-124,124,LOW,1,B,4,1,3,5,0.6,-40.0,3,6,2.0,False,0.5,0.333,0.167,Longest option is at least twice the shortest option,A business intelligence team runs complex analytical queries on data stored in an AWS data lake. Analytics queries run intermittently throughout the week without predictable schedules. The team wants to avoid paying for idle database cluster infrastructure when queries are not running. Which Redshift deployment option automates compute scaling and pauses billing when idle?
q-saa-6,6,PASS,0,B,4,1,7,6.33,1.11,10.53,5,9,1.8,False,0.0,0.0,0.0,,A high-frequency trading platform requires sub-millisecond read latency for a key-value database workload handling millions of requests per second. Which database configuration best fulfills this requirement?
q-saa-7,7,PASS,0,B,4,1,3,3.67,0.82,-18.18,3,5,1.67,False,0.0,0.0,0.0,,"A financial institution runs batch processing workloads on EC2 for 4 hours every night. The batch tasks are stateless, resilient to interruption, and can be restarted easily. Which pricing model offers the lowest cost?"
q-saa-9,9,PASS,0,B,4,1,19,15.33,1.24,23.91,13,19,1.46,True,0.286,0.3,-0.014,,An application running on an EC2 instance needs to securely read objects from an Amazon S3 bucket. Access credentials must not be hardcoded inside the application code or stored on disk. Which configuration is the AWS recommended security practice?
q-saa-11,11,PASS,0,A,4,1,9,10.33,0.87,-12.9,8,14,1.75,False,0.0,0.042,-0.042,,A company needs a serverless event-driven architecture that automatically resizes images uploaded to an S3 bucket and saves the thumbnails to another bucket. Which combination of AWS services offers the operational effort closest to zero?
q-saa-21,21,PASS,0,B,4,1,15,13,1.15,15.38,11,15,1.36,True,0.455,0.315,0.14,,A company needs to migrate 150 TB of on-premises data to Amazon S3. The company has a 10 Mbps internet connection that is heavily utilized during business hours. The migration must be completed within 2 weeks with minimal network disruption. The company is an existing AWS Snowball Edge customer and is eligible to order Snowball Edge devices. Which solution is most cost-effective and operationally efficient?
q-saa-25,25,PASS,0,B,4,1,15,11.33,1.32,32.35,10,15,1.5,True,0.5,0.635,-0.135,,"A company runs a steady-state web application on EC2 instances 24/7 with predictable baseline compute demands. In addition, the company runs short-lived batch processing jobs that can tolerate interruption. What combination of purchasing options minimizes compute costs?"
q-saa-26,26,PASS,0,A,4,1,12,10.67,1.12,12.5,10,12,1.2,True,0.167,0.244,-0.078,,A microservice runs infrequently—approximately 10 times a day—performing image processing that takes 5 seconds per invocation. The team currently keeps an EC2 t3.medium instance running 24/7 for this task. What architecture change offers the largest cost reduction with minimal effort?
q-saa-28,28,PASS,0,B,4,1,4,4,1.0,0.0,4,4,1.0,True,0.0,0.5,-0.5,,"A database administrator needs to provision an EBS volume for an application requiring 12,000 IOPS and 400 MB/s throughput. What volume type provides these performance levels at the lowest cost?"
q-saa-29,29,PASS,0,B,4,1,2,2.67,0.75,-25.0,2,3,1.5,False,0.0,0.0,0.0,,"A company wants to migrate an enterprise data warehouse to AWS. Queries are complex, involve multi-table joins on petabytes of structured data, and are executed during business hours. What service is designed specifically for cost-effective petabyte-scale data warehousing analytics?"
q-saa-40,40,PASS,0,"A, B, C",6,3,13.33,10,1.33,33.33,9,16,1.78,True,0.083,0.244,-0.161,,"A company needs to secure public web microservices deployed on Amazon EC2 behind an ALB. The security policy mandates blocking malicious bot traffic and SQL injection attempts at Layer 7, enforcing SSL/TLS encryption in transit, and restricting administrative SSH access to a bastion host. Which THREE security controls fulfill these requirements? (Select THREE.)"
q-saa-42,42,PASS,0,B,4,1,2,2.33,0.86,-14.29,2,3,1.5,False,0.0,0.0,0.0,,"A financial services company processes nightly regulatory reports on Amazon EC2. The workload runs for 3 hours every night. If a node fails, the workload automatically retries from checkpoint files stored in S3. Which EC2 instance purchasing strategy offers the highest cost reduction?"
q-saa-45,45,PASS,0,B,4,1,3,2.33,1.29,28.57,2,3,1.5,True,0.333,0.333,0.0,,A company runs a containerized microservice on Amazon ECS with AWS Fargate. The microservice experiences steady traffic during business hours and minimal traffic on weekends. Which pricing option provides the lowest cost for steady-state Fargate compute workloads?
